state,year,Legalization_medical
New Hampshire,2001,0
New Hampshire,2002,0
New Hampshire,2003,0
New Hampshire,2004,0
New Hampshire,2005,0
New Hampshire,2006,0
New Hampshire,2007,0
New Hampshire,2008,0
New Hampshire,2009,0
New Hampshire,2010,0
New Hampshire,2011,0
New Hampshire,2012,0
New Hampshire,2013,1
New Hampshire,2014,0
New Hampshire,2015,0
New Hampshire,2016,0
New Hampshire,2017,0
New Hampshire,2018,0
New Hampshire,2019,0
New Hampshire,2020,0
New Jersey,1973,0
New Jersey,1974,0
New Jersey,1975,0
New Jersey,1976,0
New Jersey,1977,0
New Jersey,1978,0
New Jersey,1979,0
New Jersey,1980,0
New Jersey,1981,0
New Jersey,1982,0
New Jersey,1983,0
New Jersey,1984,0
New Jersey,1985,0
New Jersey,1986,0
New Jersey,1987,0
New Jersey,1988,0
New Jersey,1989,0
New Jersey,1990,0
New Jersey,1991,0
New Jersey,1992,0
New Jersey,1993,0
New Jersey,1994,0
New Jersey,1995,0
New Jersey,1996,0
New Jersey,1997,0
New Jersey,1998,0
New Jersey,1999,0
New Jersey,2000,0
New Jersey,2001,0
New Jersey,2002,0
New Jersey,2003,0
New Jersey,2004,0
New Jersey,2005,0
New Jersey,2006,0
New Jersey,2007,0
New Jersey,2008,0
New Jersey,2009,0
New Jersey,2010,1
New Jersey,2011,0
New Jersey,2012,0
New Jersey,2013,0
New Jersey,2014,0
New Jersey,2015,0
New Jersey,2016,0
New Jersey,2017,0
New Jersey,2018,0
New Jersey,2019,0
New Jersey,2020,0
New Mexico,1973,0
New Mexico,1974,0
New Mexico,1975,0
New Mexico,1976,0
New Mexico,1977,0
New Mexico,1978,0
New Mexico,1979,0
New Mexico,1980,0
New Mexico,1981,0
New Mexico,1982,0
New Mexico,1983,0
New Mexico,1984,0
New Mexico,1985,0
New Mexico,1986,0
New Mexico,1987,0
New Mexico,1988,0
New Mexico,1989,0
New Mexico,1990,0
New Mexico,1991,0
New Mexico,1992,0
New Mexico,1993,0
New Mexico,1994,0
New Mexico,1995,0
New Mexico,1996,0
New Mexico,1997,0
New Mexico,1998,0
New Mexico,1999,0
New Mexico,2000,0
New Mexico,2001,0
New Mexico,2002,0
New Mexico,2003,0
New Mexico,2004,0
New Mexico,2005,0
New Mexico,2006,0
New Mexico,2007,1
New Mexico,2008,0
New Mexico,2009,0
New Mexico,2010,0
New Mexico,2011,0
New Mexico,2012,0
New Mexico,2013,0
New Mexico,2014,0
New Mexico,2015,0
New Mexico,2016,0
New Mexico,2017,0
New Mexico,2018,0
New Mexico,2019,0
New Mexico,2020,0
New York,1973,0
New York,1974,0
New York,1975,0
New York,1976,0
New York,1977,0
New York,1978,0
New York,1979,0
New York,1980,0
New York,1981,0
New York,1982,0
New York,1983,0
New York,1984,0
New York,1985,0
New York,1986,0
New York,1987,0
New York,1988,0
New York,1989,0
New York,1990,0
New York,1991,0
New York,1992,0
New York,1993,0
New York,1994,0
New York,1995,0
New York,1996,0
New York,1997,0
New York,1998,0
New York,1999,0
New York,2000,0
New York,2001,0
New York,2002,0
New York,2003,0
New York,2004,0
New York,2005,0
New York,2006,0
New York,2007,0
New York,2008,0
New York,2009,0
New York,2010,0
New York,2011,0
New York,2012,0
New York,2013,0
New York,2014,1
New York,2015,0
New York,2016,0
New York,2017,0
New York,2018,0
New York,2019,0
New York,2020,0
North Carolina,1973,0
North Carolina,1974,0
North Carolina,1975,0
North Carolina,1976,0
North Carolina,1977,0
North Carolina,1978,0
North Carolina,1979,0
North Carolina,1980,0
North Carolina,1981,0
North Carolina,1982,0
North Carolina,1983,0
North Carolina,1984,0
North Carolina,1985,0
North Carolina,1986,0
North Carolina,1987,0
North Carolina,1988,0
North Carolina,1989,0
North Carolina,1990,0
North Carolina,1991,0
North Carolina,1992,0
North Carolina,1993,0
North Carolina,1994,0
North Carolina,1995,0
North Carolina,1996,0
North Carolina,1997,0
North Carolina,1998,0
North Carolina,1999,0
North Carolina,2000,0
North Carolina,2001,0
North Carolina,2002,0
North Carolina,2003,0
North Carolina,2004,0
North Carolina,2005,0
North Carolina,2006,0
North Carolina,2007,0
North Carolina,2008,0
North Carolina,2009,0
North Carolina,2010,0
North Carolina,2011,0
North Carolina,2012,0
North Carolina,2013,0
North Carolina,2014,0
North Carolina,2015,1
North Carolina,2016,0
North Carolina,2017,0
North Carolina,2018,0
North Carolina,2019,0
North Carolina,2020,0
North Dakota,1973,0
North Dakota,1974,0
North Dakota,1975,0
North Dakota,1976,0
North Dakota,1977,0
North Dakota,1978,0
North Dakota,1979,0
North Dakota,1980,0
North Dakota,1981,0
North Dakota,1982,0
North Dakota,1983,0
North Dakota,1984,0
North Dakota,1985,0
North Dakota,1986,0
North Dakota,1987,0
North Dakota,1988,0
North Dakota,1989,0
North Dakota,1990,0
North Dakota,1991,0
North Dakota,1992,0
North Dakota,1993,0
North Dakota,1994,0
North Dakota,1995,0
North Dakota,1996,0
North Dakota,1997,0
North Dakota,1998,0
North Dakota,1999,0
North Dakota,2000,0
North Dakota,2001,0
North Dakota,2002,0
North Dakota,2003,0
North Dakota,2004,0
North Dakota,2005,0
North Dakota,2006,0
North Dakota,2007,0
North Dakota,2008,0
North Dakota,2009,0
North Dakota,2010,0
North Dakota,2011,0
North Dakota,2012,0
North Dakota,2013,0
North Dakota,2014,0
North Dakota,2015,0
North Dakota,2016,1
North Dakota,2017,0
North Dakota,2018,0
North Dakota,2019,0
North Dakota,2020,0
Ohio,1973,0
Ohio,1974,0
Ohio,1975,0
Ohio,1976,0
Ohio,1977,0
Ohio,1978,0
Ohio,1979,0
Ohio,1980,0
Ohio,1981,0
Ohio,1982,0
Ohio,1983,0
Ohio,1984,0
Ohio,1985,0
Ohio,1986,0
Ohio,1987,0
Ohio,1988,0
Ohio,1989,0
Ohio,1990,0
Ohio,1991,0
Ohio,1992,0
Ohio,1993,0
Ohio,1994,0
Ohio,1995,0
Ohio,1996,0
Ohio,1997,0
Ohio,1998,0
Ohio,1999,0
Ohio,2000,0
Ohio,2001,0
Ohio,2002,0
Ohio,2003,0
Ohio,2004,0
Ohio,2005,0
Ohio,2006,0
Ohio,2007,0
Ohio,2008,0
Ohio,2009,0
Ohio,2010,0
Ohio,2011,0
Ohio,2012,0
Ohio,2013,0
Ohio,2014,0
Ohio,2015,0
Ohio,2016,1
Ohio,2017,0
Ohio,2018,0
Ohio,2019,0
Ohio,2020,0
Oklahoma,1973,0
Oklahoma,1974,0
Oklahoma,1975,0
Oklahoma,1976,0
Oklahoma,1977,0
Oklahoma,1978,0
Oklahoma,1979,0
Oklahoma,1980,0
Oklahoma,1981,0
Oklahoma,1982,0
Oklahoma,1983,0
Oklahoma,1984,0
Oklahoma,1985,0
Oklahoma,1986,0
Oklahoma,1987,0
Oklahoma,1988,0
Oklahoma,1989,0
Oklahoma,1990,0
Oklahoma,1991,0
Oklahoma,1992,0
Oklahoma,1993,0
Oklahoma,1994,0
Oklahoma,1995,0
Oklahoma,1996,0
Oklahoma,1997,0
Oklahoma,1998,0
Oklahoma,1999,0
Oklahoma,2000,0
Oklahoma,2001,0
Oklahoma,2002,0
Oklahoma,2003,0
Oklahoma,2004,0
Oklahoma,2005,0
Oklahoma,2006,0
Oklahoma,2007,0
Oklahoma,2008,0
Oklahoma,2009,0
Oklahoma,2010,0
Oklahoma,2011,0
Oklahoma,2012,0
Oklahoma,2013,0
Oklahoma,2014,0
Oklahoma,2015,0
Oklahoma,2016,0
Oklahoma,2017,0
Oklahoma,2018,1
Oklahoma,2019,0
Oklahoma,2020,0
Oregon,1973,0
Oregon,1974,0
Oregon,1975,0
Oregon,1976,0
Oregon,1977,0
Oregon,1978,0
Oregon,1979,0
Oregon,1980,0
Oregon,1981,0
Oregon,1982,0
Oregon,1983,0
Oregon,1984,0
Oregon,1985,0
Oregon,1986,0
Oregon,1987,0
Oregon,1988,0
Oregon,1989,0
Oregon,1990,0
Oregon,1991,0
Oregon,1992,0
Oregon,1993,0
Oregon,1994,0
Oregon,1995,0
Oregon,1996,0
Oregon,1997,0
Oregon,1998,1
Oregon,1999,0
Oregon,2000,0
Oregon,2001,0
Oregon,2002,0
Oregon,2003,0
Oregon,2004,0
Oregon,2005,0
Oregon,2006,0
Oregon,2007,0
Oregon,2008,0
Oregon,2009,0
Oregon,2010,0
Oregon,2011,0
Oregon,2012,0
Oregon,2013,0
Oregon,2014,0
Oregon,2015,0
Oregon,2016,0
Oregon,2017,0
Oregon,2018,0
Oregon,2019,0
Oregon,2020,0
Pennsylvania,1973,0
Pennsylvania,1974,0
Pennsylvania,1975,0
Pennsylvania,1976,0
Pennsylvania,1977,0
Pennsylvania,1978,0
Pennsylvania,1979,0
Pennsylvania,1980,0
Pennsylvania,1981,0
Pennsylvania,1982,0
Pennsylvania,1983,0
Pennsylvania,1984,0
Pennsylvania,1985,0
Pennsylvania,1986,0
Pennsylvania,1987,0
Pennsylvania,1988,0
Pennsylvania,1989,0
Pennsylvania,1990,0
Pennsylvania,1991,0
Pennsylvania,1992,0
Pennsylvania,1993,0
Pennsylvania,1994,0
Pennsylvania,1995,0
Pennsylvania,1996,0
Pennsylvania,1997,0
Pennsylvania,1998,0
Pennsylvania,1999,0
Pennsylvania,2000,0
Pennsylvania,2001,0
Pennsylvania,2002,0
Pennsylvania,2003,0
Pennsylvania,2004,0
Pennsylvania,2005,0
Pennsylvania,2006,0
Pennsylvania,2007,0
Pennsylvania,2008,0
Pennsylvania,2009,0
Pennsylvania,2010,0
Pennsylvania,2011,0
Pennsylvania,2012,0
Pennsylvania,2013,0
Pennsylvania,2014,0
Pennsylvania,2015,0
Pennsylvania,2016,1
Pennsylvania,2017,0
Pennsylvania,2018,0
Pennsylvania,2019,0
Pennsylvania,2020,0
Rhode Island,1973,0
Rhode Island,1974,0
Rhode Island,1975,0
Rhode Island,1976,0
Rhode Island,1977,0
Rhode Island,1978,0
Rhode Island,1979,0
Rhode Island,1980,0
Rhode Island,1981,0
Rhode Island,1982,0
Rhode Island,1983,0
Rhode Island,1984,0
Rhode Island,1985,0
Rhode Island,1986,0
Rhode Island,1987,0
Rhode Island,1988,0
Rhode Island,1989,0
Rhode Island,1990,0
Rhode Island,1991,0
Rhode Island,1992,0
Rhode Island,1993,0
Rhode Island,1994,0
Rhode Island,1995,0
Rhode Island,1996,0
Rhode Island,1997,0
Rhode Island,1998,0
Rhode Island,1999,0
Rhode Island,2000,0
Rhode Island,2001,0
Rhode Island,2002,0
Rhode Island,2003,0
Rhode Island,2004,0
Rhode Island,2005,0
Rhode Island,2006,1
Rhode Island,2007,0
Rhode Island,2008,0
Rhode Island,2009,0
Rhode Island,2010,0
Rhode Island,2011,0
Rhode Island,2012,0
Rhode Island,2013,0
Rhode Island,2014,0
Rhode Island,2015,0
Rhode Island,2016,0
Rhode Island,2017,0
Rhode Island,2018,0
Rhode Island,2019,0
Rhode Island,2020,0
South Carolina,1973,0
South Carolina,1974,0
South Carolina,1975,0
South Carolina,1976,0
South Carolina,1977,0
South Carolina,1978,0
South Carolina,1979,0
South Carolina,1980,0
South Carolina,1981,0
South Carolina,1982,0
South Carolina,1983,0
South Carolina,1984,0
South Carolina,1985,0
South Carolina,1986,0
South Carolina,1987,0
South Carolina,1988,0
South Carolina,1989,0
South Carolina,1990,0
South Carolina,1991,0
South Carolina,1992,0
South Carolina,1993,0
South Carolina,1994,0
South Carolina,1995,0
South Carolina,1996,0
South Carolina,1997,0
South Carolina,1998,0
South Carolina,1999,0
South Carolina,2000,0
South Carolina,2001,0
South Carolina,2002,0
South Carolina,2003,0
South Carolina,2004,0
South Carolina,2005,0
South Carolina,2006,0
South Carolina,2007,0
South Carolina,2008,0
South Carolina,2009,0
South Carolina,2010,0
South Carolina,2011,0
South Carolina,2012,0
South Carolina,2013,0
South Carolina,2014,1
South Carolina,2015,0
South Carolina,2016,0
South Carolina,2017,0
South Carolina,2018,0
South Carolina,2019,0
South Carolina,2020,0
South Dakota,1973,0
South Dakota,1974,0
South Dakota,1975,0
South Dakota,1976,0
South Dakota,1977,0
South Dakota,1978,0
South Dakota,1979,0
South Dakota,1980,0
South Dakota,1981,0
South Dakota,1982,0
South Dakota,1983,0
South Dakota,1984,0
South Dakota,1985,0
South Dakota,1986,0
South Dakota,1987,0
South Dakota,1988,0
South Dakota,1989,0
South Dakota,1990,0
South Dakota,1991,0
South Dakota,1992,0
South Dakota,1993,0
South Dakota,1994,0
South Dakota,1995,0
South Dakota,1996,0
South Dakota,1997,0
South Dakota,1998,0
South Dakota,1999,0
South Dakota,2000,0
South Dakota,2001,0
South Dakota,2002,0
South Dakota,2003,0
South Dakota,2004,0
South Dakota,2005,0
South Dakota,2006,0
South Dakota,2007,0
South Dakota,2008,0
South Dakota,2009,0
South Dakota,2010,0
South Dakota,2011,0
South Dakota,2012,0
South Dakota,2013,0
South Dakota,2014,0
South Dakota,2015,0
South Dakota,2016,0
South Dakota,2017,0
South Dakota,2018,0
South Dakota,2019,0
South Dakota,2020,0
Tennessee,1973,0
Tennessee,1974,0
Tennessee,1975,0
Tennessee,1976,0
Tennessee,1977,0
Tennessee,1978,0
Tennessee,1979,0
Tennessee,1980,0
Tennessee,1981,0
Tennessee,1982,0
Tennessee,1983,0
Tennessee,1984,0
Tennessee,1985,0
Tennessee,1986,0
Tennessee,1987,0
Tennessee,1988,0
Tennessee,1989,0
Tennessee,1990,0
Tennessee,1991,0
Tennessee,1992,0
Tennessee,1993,0
Tennessee,1994,0
Tennessee,1995,0
Tennessee,1996,0
Tennessee,1997,0
Tennessee,1998,0
Tennessee,1999,0
Tennessee,2000,0
Tennessee,2001,0
Tennessee,2002,0
Tennessee,2003,0
Tennessee,2004,0
Tennessee,2005,0
Tennessee,2006,0
Tennessee,2007,0
Tennessee,2008,0
Tennessee,2009,0
Tennessee,2010,0
Tennessee,2011,0
Tennessee,2012,0
Tennessee,2013,0
Tennessee,2014,0
Tennessee,2015,1
Tennessee,2016,0
Tennessee,2017,0
Tennessee,2018,0
Tennessee,2019,0
Tennessee,2020,0
Texas,1973,0
Texas,1974,0
Texas,1975,0
Texas,1976,0
Texas,1977,0
Texas,1978,0
Texas,1979,0
Texas,1980,0
Texas,1981,0
Texas,1982,0
Texas,1983,0
Texas,1984,0
Texas,1985,0
Texas,1986,0
Texas,1987,0
Texas,1988,0
Texas,1989,0
Texas,1990,0
Texas,1991,0
Texas,1992,0
Texas,1993,0
Texas,1994,0
Texas,1995,0
Texas,1996,0
Texas,1997,0
Texas,1998,0
Texas,1999,0
Texas,2000,0
Texas,2001,0
Texas,2002,0
Texas,2003,0
Texas,2004,0
Texas,2005,0
Texas,2006,0
Texas,2007,0
Texas,2008,0
Texas,2009,0
Texas,2010,0
Texas,2011,0
Texas,2012,0
Texas,2013,0
Texas,2014,0
Texas,2015,0
Texas,2016,0
Texas,2017,0
Texas,2018,0
Texas,2019,1
Texas,2020,0
Utah,1973,0
Utah,1974,0
Utah,1975,0
Utah,1976,0
Utah,1977,0
Utah,1978,0
Utah,1979,0
Utah,1980,0
Utah,1981,0
Utah,1982,0
Utah,1983,0
Utah,1984,0
Utah,1985,0
Utah,1986,0
Utah,1987,0
Utah,1988,0
Utah,1989,0
Utah,1990,0
Utah,1991,0
Utah,1992,0
Utah,1993,0
Utah,1994,0
Utah,1995,0
Utah,1996,0
Utah,1997,0
Utah,1998,0
Utah,1999,0
Utah,2000,0
Utah,2001,0
Utah,2002,0
Utah,2003,0
Utah,2004,0
Utah,2005,0
Utah,2006,0
Utah,2007,0
Utah,2008,0
Utah,2009,0
Utah,2010,0
Utah,2011,0
Utah,2012,0
Utah,2013,0
Utah,2014,0
Utah,2015,0
Utah,2016,0
Utah,2017,0
Utah,2018,1
Utah,2019,0
Utah,2020,0
Vermont,1973,0
Vermont,1974,0
Vermont,1975,0
Vermont,1976,0
Vermont,1977,0
Vermont,1978,0
Vermont,1979,0
Vermont,1980,0
Vermont,1981,0
Vermont,1982,0
Vermont,1983,0
Vermont,1984,0
Vermont,1985,0
Vermont,1986,0
Vermont,1987,0
Vermont,1988,0
Vermont,1989,0
Vermont,1990,0
Vermont,1991,0
Vermont,1992,0
Vermont,1993,0
Vermont,1994,0
Vermont,1995,0
Vermont,1996,0
Vermont,1997,0
Vermont,1998,0
Vermont,1999,0
Vermont,2000,0
Vermont,2001,0
Vermont,2002,0
Vermont,2003,0
Vermont,2004,1
Vermont,2005,0
Vermont,2006,0
Vermont,2007,0
Vermont,2008,0
Vermont,2009,0
Vermont,2010,0
Vermont,2011,0
Vermont,2012,0
Vermont,2013,0
Vermont,2014,0
Vermont,2015,0
Vermont,2016,0
Vermont,2017,0
Vermont,2018,0
Vermont,2019,0
Vermont,2020,0
Virginia,1973,0
Virginia,1974,0
Virginia,1975,0
Virginia,1976,0
Virginia,1977,0
Virginia,1978,0
Virginia,1979,0
Virginia,1980,0
Virginia,1981,0
Virginia,1982,0
Virginia,1983,0
Virginia,1984,0
Virginia,1985,0
Virginia,1986,0
Virginia,1987,0
Virginia,1988,0
Virginia,1989,0
Virginia,1990,0
Virginia,1991,0
Virginia,1992,0
Virginia,1993,0
Virginia,1994,0
Virginia,1995,0
Virginia,1996,0
Virginia,1997,0
Virginia,1998,0
Virginia,1999,0
Virginia,2000,0
Virginia,2001,0
Virginia,2002,0
Virginia,2003,0
Virginia,2004,0
Virginia,2005,0
Virginia,2006,0
Virginia,2007,0
Virginia,2008,0
Virginia,2009,0
Virginia,2010,0
Virginia,2011,0
Virginia,2012,0
Virginia,2013,0
Virginia,2014,0
Virginia,2015,0
Virginia,2016,0
Virginia,2017,0
Virginia,2018,0
Virginia,2019,0
Virginia,2020,0
Washington,1973,0
Washington,1974,0
Washington,1975,0
Washington,1976,0
Washington,1977,0
Washington,1978,0
Washington,1979,0
Washington,1980,0
Washington,1981,0
Washington,1982,0
Washington,1983,0
Washington,1984,0
Washington,1985,0
Washington,1986,0
Washington,1987,0
Washington,1988,0
Washington,1989,0
Washington,1990,0
Washington,1991,0
Washington,1992,0
Washington,1993,0
Washington,1994,0
Washington,1995,0
Washington,1996,0
Washington,1997,0
Washington,1998,1
Washington,1999,0
Washington,2000,0
Washington,2001,0
Washington,2002,0
Washington,2003,0
Washington,2004,0
Washington,2005,0
Washington,2006,0
Washington,2007,0
Washington,2008,0
Washington,2009,0
Washington,2010,0
Washington,2011,0
Washington,2012,0
Washington,2013,0
Washington,2014,0
Washington,2015,0
Washington,2016,0
Washington,2017,0
Washington,2018,0
Washington,2019,0
Washington,2020,0
West Virginia,1973,0
West Virginia,1974,0
West Virginia,1975,0
West Virginia,1976,0
West Virginia,1977,0
West Virginia,1978,0
West Virginia,1979,0
West Virginia,1980,0
West Virginia,1981,0
West Virginia,1982,0
West Virginia,1983,0
West Virginia,1984,0
West Virginia,1985,0
West Virginia,1986,0
West Virginia,1987,0
West Virginia,1988,0
West Virginia,1989,0
West Virginia,1990,0
West Virginia,1991,0
West Virginia,1992,0
West Virginia,1993,0
West Virginia,1994,0
West Virginia,1995,0
West Virginia,1996,0
West Virginia,1997,0
West Virginia,1998,0
West Virginia,1999,0
West Virginia,2000,0
West Virginia,2001,0
West Virginia,2002,0
West Virginia,2003,0
West Virginia,2004,0
West Virginia,2005,0
West Virginia,2006,0
West Virginia,2007,0
West Virginia,2008,0
West Virginia,2009,0
West Virginia,2010,0
West Virginia,2011,0
West Virginia,2012,0
West Virginia,2013,0
West Virginia,2014,0
West Virginia,2015,0
West Virginia,2016,0
West Virginia,2017,0
West Virginia,2018,1
West Virginia,2019,0
West Virginia,2020,0
Wisconsin,1973,0
Wisconsin,1974,0
Wisconsin,1975,0
Wisconsin,1976,0
Wisconsin,1977,0
Wisconsin,1978,0
Wisconsin,1979,0
Wisconsin,1980,0
Wisconsin,1981,0
Wisconsin,1982,0
Wisconsin,1983,0
Wisconsin,1984,0
Wisconsin,1985,0
Wisconsin,1986,0
Wisconsin,1987,0
Wisconsin,1988,0
Wisconsin,1989,0
Wisconsin,1990,0
Wisconsin,1991,0
Wisconsin,1992,0
Wisconsin,1993,0
Wisconsin,1994,0
Wisconsin,1995,0
Wisconsin,1996,0
Wisconsin,1997,0
Wisconsin,1998,0
Wisconsin,1999,0
Wisconsin,2000,0
Wisconsin,2001,0
Wisconsin,2002,0
Wisconsin,2003,0
Wisconsin,2004,0
Wisconsin,2005,0
Wisconsin,2006,0
Wisconsin,2007,0
Wisconsin,2008,0
Wisconsin,2009,0
Wisconsin,2010,0
Wisconsin,2011,0
Wisconsin,2012,0
Wisconsin,2013,0
Wisconsin,2014,0
Wisconsin,2015,0
Wisconsin,2016,0
Wisconsin,2017,1
Wisconsin,2018,0
Wisconsin,2019,0
Wisconsin,2020,0
Wyoming,1973,0
Wyoming,1974,0
Wyoming,1975,0
Wyoming,1976,0
Wyoming,1977,0
Wyoming,1978,0
Wyoming,1979,0
Wyoming,1980,0
Wyoming,1981,0
Wyoming,1982,0
Wyoming,1983,0
Wyoming,1984,0
Wyoming,1985,0
Wyoming,1986,0
Wyoming,1987,0
Wyoming,1988,0
Wyoming,1989,0
Wyoming,1990,0
Wyoming,1991,0
Wyoming,1992,0
Wyoming,1993,0
Wyoming,1994,0
Wyoming,1995,0
Wyoming,1996,0
Wyoming,1997,0
Wyoming,1998,0
Wyoming,1999,0
Wyoming,2000,0
Wyoming,2001,0
Wyoming,2002,0
Wyoming,2003,0
Wyoming,2004,0
Wyoming,2005,0
Wyoming,2006,0
Wyoming,2007,0
Wyoming,2008,0
Wyoming,2009,0
Wyoming,2010,0
Wyoming,2011,0
Wyoming,2012,0
Wyoming,2013,0
Wyoming,2014,0
Wyoming,2015,1
Wyoming,2016,0
Wyoming,2017,0
Wyoming,2018,0
Wyoming,2019,0
Wyoming,2020,0
